2000501,CON PDG PEACE CONF,3  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,0900-1100,CHULA,AR   ,STAFF                        ,06 JAN - 12 FEB 59  ,                    ,                    ,21 ,16/01/2559 20:00
2026503,APP ENGY TECH MGT ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,SA,  ,  ,  ,  ,  ,  ,0900-1200,CHALE,609  ,STAFF                        ,                    ,                    ,                    ,40 ,16/01/2559 20:00
2026504,ENGY PLAN/POL     ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,AR,  ,  ,  ,  ,  ,  ,AR-AR    ,VIDF5,507  ,STAFF                        ,                    ,                    ,                    ,40 ,16/01/2559 20:00
2026505,COST FIN ENGY PROJ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,AR,  ,  ,  ,  ,  ,  ,AR-AR    ,VIDF5,507  ,STAFF                        ,                    ,                    ,                    ,60 ,16/01/2559 20:00
2026506,ENGY PROJ MGT     ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,SU,  ,  ,  ,  ,  ,  ,0900-1200,CHALE,609  ,STAFF                        ,                    ,                    ,                    ,40 ,16/01/2559 20:00
2026508,POL ENGY PROC/ANAL,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,SA,  ,  ,  ,  ,  ,  ,1300-1600,CHALE,609  ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
2026509,ENGY ISS GLO ARENA,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,AR,  ,  ,  ,  ,  ,  ,AR-AR    ,VIDF5,506  ,STAFF                        ,                    ,                    ,                    ,40 ,16/01/2559 20:00
2026510,SEL TOP ENGY TECH ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,AR,  ,  ,  ,  ,  ,  ,AR-AR    ,VIDF5,506  ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
2026511,SEL ISS ENGY ASP  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,AR,  ,  ,  ,  ,  ,  ,AR-AR    ,VIDF5,506  ,STAFF                        ,                    ,                    ,                    ,40 ,16/01/2559 20:00
2026512,MGT STG ENGY EXEC ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,AR,  ,  ,  ,  ,  ,  ,AR-AR    ,VIDF5,507  ,STAFF                        ,                    ,                    ,                    ,60 ,16/01/2559 20:00
2026700,MASTER PROJECT    ,6  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,AR,  ,  ,  ,  ,  ,  ,AR-AR    ,VIDF5,501  ,STAFF                        ,                    ,                    ,                    ,40 ,16/01/2559 20:00
2026811,THESIS            ,12 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,AR,  ,  ,  ,  ,  ,  ,AR-AR    ,VIDF5,501  ,STAFF                        ,                    ,                    ,                    ,45 ,16/01/2559 20:00
2026896,COMPREHENSIVE EXAM,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,AR,  ,  ,  ,  ,  ,  ,AR-AR    ,VIDF5,501  ,STAFF                        ,                    ,                    ,                    ,40 ,16/01/2559 20:00
2028602,SEM COMP BIO II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,WE,  ,  ,  ,  ,  ,  ,1100-1200,MHMK ,206  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
2028603,SPEC PROJ COMP BIO,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,WE,  ,  ,  ,  ,  ,  ,1300-1400,MHMK ,306  ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
2028606,INDIVIDUAL STUDY  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
2028826,DISSERTATION      ,36 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
2028828,DISSERTATION      ,48 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
2028830,DISSERTATION      ,72 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
2028894,DOC DISS SEM      ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,WE,  ,  ,  ,  ,  ,  ,1100-1200,MHMK ,206  ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
2028897,QUALIFYING EXAM   ,0  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
