3020725,                  ,   ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020725,                  ,   ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020726,                  ,   ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020726,                  ,   ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020727,MED ETH NEURO CARE,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020728,SEM NEURO SUB I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020729,NEURO SUB CLIN I  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020730,HOL END LIFE CARE ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020731,SEM NEURO SUB II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020732,NEURO SUB CLIN II ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020733,ADMISSION ROUND   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,LHALL,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020734,CLIN HEM I        ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020735,HEM MICRO I       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020736,LAB HEM I         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020737,HEM CLIN I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020738,CLIN HEM II       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020739,TRANSFU MED       ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020740,ELECDIAG NEURO I  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020741,SPEC PROJ NEURO   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020742,ELECDIAG NEURO II ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020743,NEUROPSYCHIATRY   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020744,NEUROREHAB        ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020745,SPEC PROJ HEM I   ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020746,HEM MICRO II      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020747,LAB HEM II        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020748,BM TRANSPL II     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020749,HEM CLIN II       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020750,SPEC PROJ HEM II  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020751,CLIN CAR ANES     ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,0800-1600,JIRA ,IA   ,STAFF                        ,YEAR COURSE         ,                    ,                    ,20 ,16/01/2559 20:00
3020752,CLIN PULMO ANES   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,0800-1600,PHANT,IA   ,STAFF                        ,YEAR COURSE         ,                    ,                    ,20 ,16/01/2559 20:00
3020754,CLIN IMMUNO       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020754,CLIN IMMUNO       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF,STAFF                  ,                    ,                    ,                    ,150,16/01/2559 20:00
3020755,CLIN NEURO        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020755,CLIN NEURO        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020756,CLIN ONCO         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020756,CLIN ONCO         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020757,CLIN RHEUMATO     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020757,CLIN RHEUMATO     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020759,PHOTODERM         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020760,DERM SURG         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020760,DERM SURG         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020761,CONTACT DERM      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020764,PRAC DERM I       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020765,PRAC DERM II      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020766,PRAC DERM III     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020767,PRAC DERM IV      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020768,DERM CLIN II      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020769,DERM CLIN III     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020770,DERM CLIN IV      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020771,PRAC IMMUNODERM   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020771,PRAC IMMUNODERM   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020773,CLIN HEMATO       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020773,CLIN HEMATO       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020776,CLIN TOXICO       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020776,CLIN TOXICO       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020777,CLIN NUTRI        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020777,CLIN NUTRI        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020778,CLIN GERIA MED    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020778,CLIN GERIA MED    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020781,BASIC HEMA        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020784,BONE TRANS I      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020785,HEMA CLIN I       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020786,SEM HEMA I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020788,CLIN HEMA II      ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020788,CLIN HEMA II      ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,TUT  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020789,ADVAN HEMA        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020790,MORPHO HEMA II    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020791,LAB HEMA II       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020792,BONE TRANS II     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020793,HEMA CLIN II      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020794,SEM HEMA II       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020795,TRANS MED         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3020796,SPECIAL PROJECT II,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3020797,CLIN RENAL DIS    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020797,CLIN RENAL DIS    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020798,BIO PHYSIO SK I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,MED  ,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020799,BIO PHYSIO SK II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,MED  ,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020800,MICROSCOPIC DERM  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020800,MICROSCOPIC DERM  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020801,CLIN DERMATOLOGY  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,0800-1000,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020802,ADVANCED DERM     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020803,DERMATOLOGY CLIN I,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,0900-1200,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020803,DERMATOLOGY CLIN I,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020804,BIO PHYSIO SKIN   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020806,DERM JOUR CLUB    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020807,DERM CASE SEMINAR ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020808,VENERAL DISE CLIN ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,25 ,16/01/2559 20:00
3020811,THESIS            ,12 ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,MED  ,MED  ,STAFF                        ,                    ,                    ,                    ,50 ,16/01/2559 20:00
3020813,THESIS            ,18 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,80 ,16/01/2559 20:00
3020828,DISSERTATION      ,48 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020833,FUND DERM         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,MED  ,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020834,IN PAT DERM       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,MED  ,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020835,PED DERM          ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,MED  ,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020837,CANCER BIOL       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3020837,CANCER BIOL       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3020840,DERMATO CLIN II   ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020841,CLIN DERMATO      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020841,CLIN DERMATO      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020842,GASTRO ENDOSCOPY I,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020843,GASTRO ENDOSC II  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3020844,PERITONEOSCOPY    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3020845,GASTRO CASE SEMI  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3020849,MYCOLOGIC DERM    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3020860,PRACT GEN MED I   ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,MO,  ,  ,  ,  ,  ,  ,0730-1630,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020861,PRACT GEN MED II  ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,MO,  ,  ,  ,  ,  ,  ,0730-1630,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020862,PRACT GEN MED III ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,MO,  ,  ,  ,  ,  ,  ,0730-1630,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020863,PRACT GEN MED IV  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,MO,  ,  ,  ,  ,  ,  ,0730-1630,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,150,16/01/2559 20:00
3020864,HIV PATIENT CARE  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,20 ,16/01/2559 20:00
3020866,INTERD ONCO CONF  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020868,LAB INVEST CANCER ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020868,LAB INVEST CANCER ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3020874,ADV CLIN PHYS PULM,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,OBROM,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
