3200101,PROF DEV I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,L/P  ,FR,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,509  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3211601,ORAL MED CLIN III ,1  ,3211501                                                                         ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT5,201  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211601,ORAL MED CLIN III ,1  ,3211501                                                                         ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT5,201  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211601,ORAL MED CLIN III ,1  ,3211501                                                                         ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT5,201  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211601,ORAL MED CLIN III ,1  ,3211501                                                                         ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT5,201  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211601,ORAL MED CLIN III ,1  ,3211501                                                                         ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT5,201  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211601,ORAL MED CLIN III ,1  ,3211501                                                                         ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT5,201  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211601,ORAL MED CLIN III ,1  ,3211501                                                                         ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT5,201  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211602,ORAL MED CLIN IV  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT5,201  ,STAFF                        ,                    ,                    ,                    ,8  ,16/01/2559 20:00
3211603,MED GEN DENT      ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,508  ,STAFF                        ,                    ,                    ,                    ,70 ,16/01/2559 20:00
3211702,ORAL MEDICINE II  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,715  ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3211712,CLIN RESEARCH     ,2  ,COREQ 3211706                                                                   ,          ,         ,          ,TDF      ,1  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT5,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211713,ADV ORAL MED II   ,2  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,816  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211714,SEM ORAL MED      ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211715,SEM GEN MED I     ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,711  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211721,ADV OMED CLIN I   ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211722,ADV OMED CLIN II  ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211724,ADV OMED CLIN IV  ,6  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211727,ADV OMED CLIN VII ,9  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211728,DERM CLIN I       ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211733,AD CL ORA MED I   ,2  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211734,AD CL ORA MED II  ,2  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211738,CL PATH CONF I    ,1  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,DISC ,MO,  ,  ,  ,  ,  ,  ,0800-0900,DEN15,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211741,AD ORA MED SEM II ,1  ,C.F.                                                                            ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DEN16,815  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3211811,THESIS            ,12 ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA00  ,DENT2,IA   ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212405,PEDIA DENT II     ,1  ,3212404 COREQ 3212406                                                           ,          ,         ,          ,TDF      ,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,0800-0900,DEN16,210  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,1  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,1  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,10 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,10 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,11 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,11 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,12 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,12 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,13 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,13 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,14 ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,14 ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,2  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,2  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,3  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,3  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,4  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,4  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,5  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,5  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,6  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,6  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,7  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,7  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,8  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,8  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,9  ,LAB  ,WE,  ,  ,  ,  ,  ,  ,0900-1200,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212406,PEDIA DENT LAB    ,1  ,3212404  COREQ 3212404                                                          ,          ,         ,          ,TDF      ,9  ,LAB  ,TH,  ,  ,  ,  ,  ,  ,1300-1600,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,17 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,18 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,19 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,20 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,21 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,22 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,23 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,24 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,25 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212501,PEDIA CLIN I      ,2  ,3212405 3212406                                                                 ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,17 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,18 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,19 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,20 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,21 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,22 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,23 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,24 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,25 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3212601,PEDIA CLIN II     ,1  ,3212501                                                                         ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT2,3001 ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
