3100507,VET SOC           ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,OCS                          ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3144408,VET PRAC RUM      ,2  ,3144401 COREQ 3144407                                                           ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,203  ,STAFF                        ,                    ,                    ,                    ,8  ,16/01/2559 20:00
3144408,VET PRAC RUM      ,2  ,3144401 COREQ 3144407                                                           ,          ,         ,          ,TDF      ,7  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,203  ,STAFF                        ,                    ,                    ,                    ,8  ,16/01/2559 20:00
3144408,VET PRAC RUM      ,2  ,3144401 COREQ 3144407                                                           ,          ,         ,          ,TDF      ,8  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,203  ,STAFF                        ,                    ,                    ,                    ,8  ,16/01/2559 20:00
3144408,VET PRAC RUM      ,2  ,3144401 COREQ 3144407                                                           ,          ,         ,          ,TDF      ,9  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,203  ,STAFF                        ,                    ,                    ,                    ,8  ,16/01/2559 20:00
3144501,SWINE MEDICINE    ,2  ,3144402                                                                         ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,SPL                          ,VET                 ,                    ,                    ,112,16/01/2559 20:00
3144502,VET EPID PREV MED ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,NCC                          ,                    ,                    ,                    ,112,16/01/2559 20:00
3144502,VET EPID PREV MED ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,NCC                          ,                    ,                    ,                    ,112,16/01/2559 20:00
3144503,FOOD SAFETY       ,3  ,COREQ 3144504                                                                   ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,SNW                          ,                    ,                    ,                    ,112,16/01/2559 20:00
3144504,MEAT HYGIENE      ,2  ,COREQ 3144503                                                                   ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,RCC                          ,VET                 ,                    ,                    ,112,16/01/2559 20:00
3144505,ZOONOSES          ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,TDK                          ,VET                 ,                    ,                    ,112,16/01/2559 20:00
3144506,RUM PROD HYG      ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,SCS,RCC                      ,VET                 ,                    ,                    ,112,16/01/2559 20:00
3144506,RUM PROD HYG      ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,SCS,RCC                      ,                    ,                    ,                    ,112,16/01/2559 20:00
3144507,AVIAN MEDICINE    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,STAFF                        ,VET                 ,                    ,                    ,112,16/01/2559 20:00
3144507,AVIAN MEDICINE    ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,S.T.C,IA   ,STAFF                        ,                    ,                    ,                    ,112,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,10 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,11 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,12 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,13 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,14 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,15 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,16 ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,2  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,3  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,4  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,7  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,8  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144508,AQUA ANIM LAB PRAC,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,9  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,1  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,10 ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,11 ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,12 ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,13 ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,14 ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,15 ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,16 ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,2  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,3  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,4  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,5  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,6  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,7  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,8  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144509,AQUACUL IND       ,1  ,3144406                                                                         ,          ,         ,          ,TDF      ,9  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144510,SWI CLIN PRAC I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,7  ,16/01/2559 20:00
3144511,AI PRAC RUMINANTS ,2  ,31444013144407,3144408                                                         ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,NPK                          ,VET                 ,                    ,                    ,12 ,16/01/2559 20:00,16/01/2559 20:00
3144511,AI PRAC RUMINANTS ,2  ,31444013144407,3144408                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,NPK                          ,                    ,                    ,                    ,12 ,16/01/2559 20:00,16/01/2559 20:00
3144512,BOV REPROD PRAC   ,1  ,31444013144407,3144408                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,SSS                          ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00,16/01/2559 20:00
3144512,BOV REPROD PRAC   ,1  ,31444013144407,3144408                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00,16/01/2559 20:00
3144513,ANL HLTH ECON     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,15 ,16/01/2559 20:00
3144513,ANL HLTH ECON     ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3144513,ANL HLTH ECON     ,2  ,                                                                                ,          ,         ,          ,TDF      ,2  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,CIS                          ,VET                 ,                    ,                    ,15 ,16/01/2559 20:00
3144513,ANL HLTH ECON     ,2  ,                                                                                ,          ,         ,          ,TDF      ,2  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,CIS                          ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3144514,COM VET SERV PRAC ,1  ,31434013144401,3144402                                                         ,          ,         ,          ,TDF      ,1  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,CIS                          ,VET                 ,                    ,                    ,30 ,16/01/2559 20:00,16/01/2559 20:00
3144514,COM VET SERV PRAC ,1  ,31434013144401,3144402                                                         ,          ,         ,          ,TDF      ,2  ,FWK  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET6 ,IA   ,CIS                          ,VET                 ,                    ,                    ,30 ,16/01/2559 20:00,16/01/2559 20:00
3144516,PRAC NUT MAN DAIRY,1  ,31444013144407,3144408                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,SCS                          ,VET                 ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3144516,PRAC NUT MAN DAIRY,1  ,31444013144407,3144408                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,SCS                          ,VET                 ,                    ,                    ,5  ,16/01/2559 20:00,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,10 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,11 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,12 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,13 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,14 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,15 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,16 ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,2  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,3  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,4  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,5  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,6  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,7  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,8  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144601,SWI CLIN LAB PRAC ,3  ,                                                                                ,          ,         ,          ,TDF      ,9  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3144602,SWI CLIN PRAC II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
